vtitle,homepage,description,telephone,address,hour,hotel,beauty,supply
리치동물병원,,,,서울특별시 노원구 동일로 1065,FALSE,FALSE,FALSE,FALSE
노아동물종합병원,,,,서울특별시 양천구 신목로 82,FALSE,FALSE,FALSE,FALSE
갤러리아종합동물센타,,,,서울특별시 구로구 구로동로 27,FALSE,FALSE,FALSE,FALSE
수동물병원,,,,서울특별시 강북구 솔샘로 220,FALSE,FALSE,FALSE,FALSE
닥터펫동물의료센터,,,02-3443-8275,서울특별시 강남구 선릉로 620,FALSE,FALSE,FALSE,FALSE
조은동물병원,,,,서울특별시 성북구 종암로 113,FALSE,FALSE,FALSE,FALSE
제이동물병원,,,,서울특별시 동대문구 왕산로 94,FALSE,FALSE,FALSE,FALSE
아크리스동물의료센터,,,,서울특별시 강남구 학동로 138,FALSE,FALSE,FALSE,FALSE
한국동물암센,,,,서울특별시 노원구 노원로 456,FALSE,FALSE,FALSE,FALSE
박창석동물병원,,,,서울특별시 마포구 도화4길 3,FALSE,FALSE,FALSE,FALSE
행복한반려동물의료원,,,,서울특별시 동작구 사당로 289,FALSE,FALSE,FALSE,FALSE
정원동물병원,,,,서울특별시 서초구 고무래로 90-7,FALSE,FALSE,FALSE,FALSE
발산종합동물병원,,,,서울특별시 강서구 강서로 237,FALSE,FALSE,FALSE,FALSE
쥬라기동물종합병원,,,,서울특별시 강서구 화곡로43길 24,FALSE,FALSE,FALSE,FALSE
아이러브펫,,,,서울특별시 강서구 곰달래로 52,FALSE,FALSE,FALSE,FALSE
애견마을,,,,서울특별시 노원구 덕릉로126길 12,FALSE,FALSE,FALSE,FALSE
콜독동물병원,,,,서울특별시 송파구 중대로9길 48,FALSE,FALSE,FALSE,FALSE
쿨펫동물병원,,,,서울특별시 구로구 구로중앙로 134,FALSE,FALSE,FALSE,FALSE
해맑은동물병원,,,,서울특별시 강동구 성안로 170,FALSE,FALSE,FALSE,FALSE
김용각동물병원,,,,서울특별시 동작구 성대로11길 46,FALSE,FALSE,FALSE,FALSE
라라플러스동물병원,,,,서울특별시 노원구 공릉로 153,FALSE,FALSE,FALSE,FALSE
멍멍클럽,,,,서울특별시 종로구 보문로7길 10,FALSE,FALSE,FALSE,FALSE
리더스동물병원,,,,서울특별시 양천구 신목로 78,FALSE,FALSE,FALSE,FALSE
베토벤동물병원,,,,서울특별시 강동구 구천면로 664,FALSE,FALSE,FALSE,FALSE
늘푸른동물병원,,,,서울특별시 송파구 올림픽로35길 112,FALSE,FALSE,FALSE,FALSE
요미독왕십리점,,,,서울특별시 성동구 왕십리로 356-1,FALSE,FALSE,FALSE,FALSE
COOKIE동물병원,,,,서울특별시 동작구 여의대방로 250,FALSE,FALSE,FALSE,FALSE
광나루동물병원,,,,서울특별시 강동구 고덕로27길 36,FALSE,FALSE,FALSE,FALSE
한국스템셀동물메디컬센터,,,,서울특별시 서초구 서래로5길 86,FALSE,FALSE,FALSE,FALSE
퍼피119병원,,,,서울특별시 용산구 백범로 328,FALSE,FALSE,FALSE,FALSE
순흥동물병원,,,,서울특별시 구로구 구로동로 138,FALSE,FALSE,FALSE,FALSE
신내동물병원,,,,서울특별시 중랑구 봉화산로 108-1,FALSE,FALSE,FALSE,FALSE
펫캐어동물병원,,,,서울특별시 성북구 동소문로 273,FALSE,FALSE,FALSE,FALSE
Dr.그레이동물병원,,,,서울특별시 강남구 언주로30길 21,FALSE,FALSE,FALSE,FALSE
우리집강아지,,,,서울특별시 강서구 우장산로 26,FALSE,FALSE,FALSE,FALSE
열린동물병원,,,,서울특별시 성북구 오패산로 46,FALSE,FALSE,FALSE,FALSE
이수의과동물병원,,,,서울특별시 용산구 후암로 13-2,FALSE,FALSE,FALSE,FALSE
PuppySchool,,,,서울특별시 강서구 화곡로13길 52,FALSE,FALSE,FALSE,FALSE
곰달래동물병원,,,,서울특별시 강서구 곰달래로 223,FALSE,FALSE,FALSE,FALSE
신정동물병원,,,,서울특별시 양천구 오목로 221,FALSE,FALSE,FALSE,FALSE
삼전동물메디컬센터,,,02-424-2955,서울특별시 송파구 삼학사로 75,FALSE,FALSE,FALSE,FALSE
KHY웰빙동물병원,,,,서울특별시 송파구 석촌호수로 112,FALSE,FALSE,FALSE,FALSE
토리동물병원,,,,서울특별시 마포구 서강로 79,FALSE,FALSE,FALSE,FALSE
하델동물병원,,,,서울특별시 서초구 반포대로 45,FALSE,FALSE,FALSE,FALSE
올레펫,,,,서울특별시 서초구 방배로 143,FALSE,FALSE,FALSE,FALSE
글로리동물병원,,,,서울특별시 금천구 시흥대로 483,FALSE,FALSE,FALSE,FALSE
24베스트동물메디컬센터,,,,서울특별시 송파구 삼학사로 88,TRUE,FALSE,FALSE,FALSE
이재풍동물병원,,,,서울특별시 송파구 오금로35길 44,FALSE,FALSE,FALSE,FALSE
카스멕,,,,서울특별시 서초구 서래로5길 86,FALSE,FALSE,FALSE,FALSE
GO동물병원,,,,서울특별시 강동구 상일로 13,FALSE,FALSE,FALSE,FALSE
프랜즈동물병원,,,,서울특별시 서초구 방배로 76,FALSE,FALSE,FALSE,FALSE
백산동물병원,,,,서울특별시 강남구 논현로86길 22,FALSE,FALSE,FALSE,FALSE
VIP동물의료센터,,,,서울특별시 서초구 동작대로 36,FALSE,FALSE,FALSE,FALSE
SKY동물의료센터,,,,서울특별시 강동구 천호대로 1122,FALSE,FALSE,FALSE,FALSE
엔프레쉬동물병원,,,02-3486-7707,서울특별시 동작구 남부순환로267길 5,FALSE,FALSE,FALSE,FALSE
온동물병원,,,,서울특별시 금천구 독산로 225,FALSE,FALSE,FALSE,FALSE
남서울동물병원,,,,서울특별시 서초구 방배로34길 12,FALSE,FALSE,FALSE,FALSE
역삼동물병원,,,,서울특별시 강남구 언주로 527,FALSE,FALSE,FALSE,FALSE
이리온,http://www.wealtz.co.kr/,,1899-6125,서울특별시 강남구 테헤란로28길 32,FALSE,FALSE,FALSE,FALSE
아라우나 동물병원,http://blog.naver.com/arau7975,,,서울특별시 광진구 뚝섬로 548,FALSE,FALSE,FALSE,FALSE
도그플러스동물병원,http://blog.naver.com/dearpet1,"강아지, 고양이 분양, 애견미용, 교배 용품",,서울특별시 강서구 화곡로 398,FALSE,FALSE,TRUE,TRUE
